LPS, LS, LP, PS, LPSLow, LSLow
0.21211,0.49776,0.30229,0.51416,0.26254,0.50028
0.31443,0.41541,0.19254,0.57098,0.26217,0.3895
0.21146,0.36569,0.1529,0.47194,0.20647,0.32019
0.22424,0.50412,0.24556,0.63563,0.16669,0.23828
0.20862,0.46732,0.13553,0.47367,0.1655,0.28972
0.20052,0.50036,0.14412,0.50058,0.27327,0.23418
0.25933,0.25165,0.13059,0.55093,0.15634,0.26273
0.22678,0.37671,0.18599,0.28318,0.26003,0.22754
0.19597,0.47656,0.24231,0.50079,0.18721,0.35547
0.24543,0.1652,0.15767,0.24666,0.32386,0.31898
0.12965,0.26832,0.23452,0.26025,0.13861,0.24513
0.25674,0.40215,0.34241,0.46982,0.21164,0.40962
0.24133,0.25517,0.24811,0.34298,0.34596,0.16151
0.38914,0.30992,0.22955,0.4674,0.15173,0.36064
0.16388,0.59878,0.32274,0.42952,0.14653,0.31648
0.19109,0.46894,0.16915,0.26394,0.35991,0.3838
0.22825,0.29247,0.26583,0.4369,0.096005,0.33766
0.28335,0.35972,0.1036,0.28797,0.29437,0.36572
0.11149,0.23604,0.055657,0.47445,0.27712,0.29581
0.16272,0.2628,0.13498,0.4053,0.29054,0.29188
0.21274,0.25996,0.084829,0.37848,0.1652,0.25267
0.27789,0.30884,0.21118,0.20578,0.1887,0.36421
0.37228,0.46294,0.10076,0.4233,0.13956,0.2699
0.19316,0.37331,0.33164,0.53494,0.15872,0.44688
0.20255,0.16489,0.29426,0.55267,0.11072,0.22838
0.22728,0.34636,0.32891,0.41423,0.1332,0.18485
0.29896,0.32924,0.31097,0.67591,0.29406,0.5534
0.097124,0.39837,0.266,0.56209,0.30646,0.23299
0.24105,0.092014,0.36989,0.54048,0.22554,0.35221
0.21009,0.48751,0.21871,0.32963,0.181,0.18424
0.22198,0.29056,0.053678,0.22757,0.21347,0.27069
0.16272,0.45269,0.16894,0.42705,0.14538,0.20255
0.25083,0.37563,0.19033,0.37171,0.055253,0.20269
0.22143,0.45526,0.2499,0.60099,0.20195,0.53197
0.28339,0.34519,0.046711,0.14828,0.19007,0.099096
0.31179,0.22452,0.23459,0.55391,0.18273,0.34711
0.31932,0.44155,0.2391,0.55271,0.10221,0.25839
0.21098,0.35656,0.22776,0.45004,0.4142,0.28492
0.15297,0.59143,0.18268,0.41944,0.20684,0.42762
0.18926,0.40361,0.20957,0.48953,0.30048,0.42455
0.19679,0.2914,0.16326,0.64569,0.26371,0.36494
0.38278,0.26864,0.31511,0.38108,0.2662,0.43669
0.19526,0.37679,0.25656,0.4911,0.12876,0.46247
0.18853,0.11322,0.2145,0.30278,0.3351,0.48806
0.19227,0.38651,0.22536,0.54426,0.2367,0.51162
0.18372,0.21284,0.21916,0.59823,0.22564,0.31054
0.23588,0.46549,0.2763,0.35529,0.26327,0.22209
0.25902,0.51905,0.091588,0.2451,0.36092,0.20563
0.24033,0.27645,0.31167,0.46242,0.24846,0.25433
0.1521,0.36792,0.17467,0.62531,0.33039,0.4757
0.17477,0.56843,0.19167,0.50138,0.31484,0.31228
0.20987,0.28903,0.34447,0.47316,0.1496,0.58238
0.1232,0.22405,0.12778,0.69035,0.23134,0.24531
0.15989,0.29848,0.17632,0.38134,0.31204,0.26839
0.34468,0.35365,0.12916,0.37209,0.15257,0.18925
0.26543,0.25913,0.1967,0.48745,0.23583,0.25173
0.15882,0.22744,0.22897,0.43889,0.31918,0.32474
0.18141,0.51258,0.14832,0.40693,0.24602,0.30297
0.15984,0.15976,0.26947,0.31991,0.30311,0.47365
0.1379,0.36366,0.21173,0.27339,0.16093,0.37436
0.17551,0.43126,0.18556,0.18823,0.36442,0.41337
0.1172,0.44177,0.19561,0.49783,0.21493,0.1829
0.33771,0.41891,0.21716,0.44264,0.18054,0.40966
0.18557,0.33662,0.31067,0.43718,0.1987,0.28336
0.30171,0.21218,0.18482,0.28027,0.21253,0.42293
0.21328,0.43672,0.23623,0.26675,0.21312,0.48652
0.14309,0.45353,0.28271,0.41894,0.21552,0.19543
0.20349,0.44874,0.1938,0.27182,0.11147,0.21626
0.15979,0.33221,0.29664,0.47788,0.23069,0.19305
0.13976,0.52447,0.25598,0.21336,0.24691,0.36041
0.10224,0.24013,0.25405,0.46808,0.32689,0.2559
0.085536,0.35791,0.24905,0.43543,0.19397,0.29856
0.32922,0.15716,0.14248,0.42353,0.20309,0.25465
0.20448,0.34722,0.070909,0.42982,0.12143,0.4089
0.15406,0.54517,0.2806,0.53968,0.23308,0.18133
0.39224,0.27523,0.15457,0.48005,0.081545,0.30219
0.21634,0.35457,0.20375,0.61656,0.1918,0.38586
0.12542,0.25313,0.27436,0.28942,0.15547,0.43079
0.13336,0.44499,0.21814,0.39503,0.27621,0.34086
0.34335,0.21904,0.17013,0.53328,0.16257,0.19416
0.13753,0.49222,0.33037,0.30834,0.31456,0.30299
0.18687,0.26167,0.19392,0.38411,0.27581,0.47988
0.18165,0.2981,0.17796,0.3879,0.19592,0.35403
0.24725,0.50153,0.12602,0.37717,0.18452,0.4501
0.22929,0.28885,0.21303,0.54412,0.18627,0.34713
0.31242,0.38632,0.21391,0.37524,0.23473,0.58264
0.23736,0.2565,0.23623,0.48699,0.28595,0.45642
0.26019,0.43226,0.19667,0.33588,0.18495,0.36108
0.16498,0.52431,0.13656,0.24149,0.20638,0.13916
0.1665,0.30544,0.28573,0.3721,0.26349,0.36272
0.30146,0.39149,0.16444,0.33116,0.21566,0.26036
0.24219,0.45912,0.14268,0.41843,0.25674,0.33811
0.20357,0.31526,0.2802,0.47153,0.1732,0.32098
0.18063,0.33485,0.17819,0.50719,0.40502,0.40666
0.20665,0.23479,0.12961,0.40313,0.31231,0.24724
0.19112,0.22559,0.070596,0.37522,0.24779,0.48566
0.22084,0.26509,0.20203,0.50611,0.14105,0.41995
0.24676,0.28562,0.33347,0.52753,0.18133,0.30034
0.14205,0.46189,0.17018,0.37656,0.23556,0.37379
0.19621,0.2741,0.28578,0.62056,0.30244,0.22557
0.26604,0.31502,0.31246,0.40436,0.10724,0.12677
0.24597,0.26928,0.23693,0.58614,0.21836,0.25657
0.16179,0.54321,0.078811,0.60379,0.31202,0.32373
0.22373,0.38515,0.30358,0.40476,0.22037,0.64627
0.29477,0.27831,0.24319,0.49038,0.24374,0.33604
0.26023,0.31243,0.26632,0.36661,0.19031,0.28266
