LPS, LS, LP, PS, LPSLow, LSLow
0.59812,0,0.66812,0.68351,0.77275,1.0605
0.7692,0,0.70025,0.1205,0.77014,0.50133
0.70653,0.75983,0.80438,0.81227,0.759,0.82614
0.79308,1.1982,0.72149,0.80112,0.61542,0.72436
0.76873,1.0668,0.71252,0.73056,0.72032,0
0.76563,0,0.64753,0.80598,0.85523,1.1939
0.74551,0,0.7268,0.44792,0.74165,1.1522
0.76808,0,0.92882,0.84147,0.75706,0
0.78154,0.98315,0.73012,0.65196,0.75359,0.91874
0.7061,0,0.74792,0.81923,0.85624,0
0.79195,0,0.71029,0.70034,0.7278,0.72155
0.67449,0.75438,0.76163,0.78308,0.83982,0
0.77139,0,0.65604,0.53511,0.75332,1.2439
0.72472,1.2499,0.70266,0.61154,0.70024,1.1372
0.79995,0,0.68567,0.88684,0.72073,0
0.7745,0.18951,0.74368,0.71769,0.68447,1.3002
0.70915,0.97876,0.7136,0.79133,0.65735,0.46319
0.75012,0.99582,0.7904,0,0.65185,0
0.77787,0.75243,0.75337,0.92231,0.64026,0
0.76559,0,0.70099,0.67758,0.71721,0.85896
0.76164,1.1402,0.76851,0,0.72942,1.0809
0.75267,0,0.73045,0.73235,0.77099,0.76025
0.80603,0.47693,0.68618,0,0.80664,0.91734
0.74579,1.1328,0.73686,0.76977,0.7509,0
0.74613,0,0.69302,0.71371,0.8407,0
0.83231,0,0.74524,0.71826,0.69929,1.2871
0.79284,1.0226,0.75074,0,0.62154,0.66359
0.72936,1.054,0.75075,0.78572,0.67021,0
0.69006,0,0.69322,0.86269,0.60771,0
0.72544,0.85891,0.77544,0.41019,0.91212,1.1173
0.73152,0,0.72273,0.81631,0.66963,1.2838
0.7088,1.2147,0.73728,0.66037,0.79938,0
0.74432,1.0104,0.5592,0.62741,0.8213,0
0.76437,1.1584,0.74489,0.63694,0.64076,1.1802
0.75256,1.0937,0.69871,0.63364,0.75356,1.0704
0.79059,0.39375,0.81912,0.61491,0.73292,1.0518
0.77984,1.0432,0.65167,0.66088,0.69145,1.2652
0.71286,0.9287,0.67982,0.82323,0.75661,0.72301
0.7886,0,0.71211,0.85423,0.67753,1.0136
0.71615,0.7997,0.80576,0.85679,0.68183,0.76673
0.77137,0.3153,0.69556,0.85809,0.67217,0
0.7873,0,0.68529,0.90807,0.72185,0.96502
0.70725,0,0.62633,0.78023,0.63249,0.58193
0.65688,0,0.77606,0.4954,0.61172,0
0.76572,0.88701,0.57454,0.79482,0.766,1.054
0.74145,0.68385,0.79802,0.75764,0.75907,1.0301
0.74149,0.68336,0.72477,0.79255,0.80533,0.50718
0.81785,0.85996,0.73401,0.57499,0.75678,1.0296
0.75213,0.67988,0.70883,0,0.6925,1.005
0.76493,0,0.69713,0.69808,0.74785,0.82318
0.7335,0.97555,0.80908,0.72758,0.83457,0
0.75077,1.2915,0.85529,0.76582,0.81428,0
0.73839,0.46906,0.75007,0.52629,0.76564,1.0747
0.71639,0,0.694,0.65178,0.68306,1.1815
0.78448,0.91398,0.75913,0.85755,0.67957,0
0.7123,0.94016,0.75534,0.73273,0.75712,0.65136
0.7424,0.85336,0.7675,0.69349,0.75103,0
0.77079,0.44236,0.79504,0.37133,0.67171,1.3154
0.7106,1.0342,0.76184,0.57687,0.74173,0.51253
0.68405,0.89847,0.74868,0.73581,0.72076,0.49959
0.71153,1.0153,0.81775,0.88423,0.73177,1.0101
0.75113,0,0.69607,0.87212,0.74721,0.27936
0.73774,0.87997,0.85877,0.63946,0.81089,0
0.78632,1.0726,0.56931,0.85875,0.80536,1.0145
0.77812,1.0716,0.71879,0.81265,0.70531,0.6902
0.78222,0,0.73373,0.75482,0.6289,1.3345
0.75934,0,0.66894,0.8769,0.80125,1.0538
0.80226,0,0.7301,0.92427,0.69279,0
0.70819,0,0.72341,0.90419,0.74059,1.1469
0.81929,0.84433,0.83621,0.70204,0.72491,0
0.70605,0,0.7735,0.89007,0.69197,0
0.83672,0,0.80688,0.88535,0.72728,1.0975
0.74865,0.35141,0.8339,0.82397,0.74848,0.76722
0.80132,0,0.8283,0.75835,0.8233,1.2207
0.72474,0,0.70862,0.79834,0.69177,0.90981
0.74357,1.355,0.76421,0.78374,0.65047,1.2478
0.76684,1.0131,0.77866,0.71009,0.814,0
0.80123,0,0.75477,0.7009,0.71252,0
0.79242,0.85598,0.72413,0.69528,0.76415,1.2404
0.71581,0,0.71041,0.75178,0.81215,0
0.61803,0,0.76301,0.27888,0.77624,0
0.76054,0,0.7429,0.84186,0.74708,0
0.77849,1.234,0.69874,0.7252,0.76411,1.1864
0.70638,0.66971,0.75526,0.74708,0.72383,1.1852
0.79053,1.0847,0.7462,0.78903,0.83467,0
0.71638,0.9022,0.73675,0.85249,0.79558,1.1831
0.75596,0,0.77102,0.72745,0.74,0.89835
0.78204,0.90781,0.84493,0.83321,0.69618,1.3643
0.68058,1.1725,0.73067,0.7981,0.83178,1.3624
0.75409,0.83555,0.8249,0.6759,0.69768,0
0.71588,0.54463,0.89278,0.60086,0.6963,0
0.73155,0.81645,0.85456,0.80243,0.83761,0
0.71018,0.97532,0.75777,0.81141,0.65496,0.46242
0.74273,0.92578,0.80212,0.83772,0.69375,1.0741
0.77921,1.0955,0.69333,0.81805,0.75068,0
0.78403,1.1862,0.92058,0.61657,0.78604,1.3014
0.78048,0.96136,0.6794,0.77696,0.62476,0.36546
0.79959,1.0687,0.72052,0.41181,0.72219,0
0.73179,0,0.69176,0.83466,0.70019,1.1065
0.79213,1.2412,0.89815,0.74399,0.78348,0.77443
0.73415,0,0.63075,0.78775,0.70153,1.073
0.67084,1.0159,0.7903,0,0.77394,0
0.8011,0,0.77921,0.70882,0.74362,0
0.69813,1.225,0.7003,0.66848,0.6493,0
0.81836,1.1768,0.68945,0.68219,0.79716,1.1334
0.75269,0,0.70575,0.87994,0.78791,1.11
0.76624,0,0.82783,0.58422,0.82912,0.89757
0.75942,1.1411,0.70413,0.50248,0.65951,0
0.79378,1.0106,0.64211,0.79536,0.64842,0.7857
0.70203,0.81173,0.75948,0.86923,0.82051,0
0.80271,0,0.60126,0.88346,0.716,1.0325
0.69913,0.61637,0.67619,0.69674,0.76698,0
0.7151,0.91306,0.81841,0.7625,0.73263,1.0185
0.71636,0.97275,0.68236,0.65343,0.74316,0
0.76972,0.51457,0.68963,0.70662,0.72802,1.312
0.78228,1.195,0.792,0.75416,0.6956,0.45127
0.7922,0,0.74612,0.69622,0.85189,0.44528
0.75904,0.83797,0.70783,0.84908,0.74423,1.0629
0.6874,0,0.68151,0.81514,0.76731,0
0.79225,1.1795,0.76381,0.81044,0.69435,0
0.71721,0,0.74664,0.7897,0.73226,0.5062
0.78398,1.0372,0.78889,0.68914,0.78823,0
0.72147,1.0825,0.72532,0.79417,0.58109,0.71213
0.75258,1.1538,0.75168,0.88228,0.78121,0
0.69545,0,0.72888,0.78293,0.83661,0
0.78189,1.3223,0.72078,0.74728,0.72307,1.1943
0.75313,0,0.8303,0.66088,0.73488,0
0.80754,0,0.72455,0.84076,0.65634,0
0.76321,1.2543,0.74774,0.75919,0.86387,0
0.82828,0.7575,0.68846,0.52414,0.65911,0.71298
0.69116,1.2362,0.77018,0.6536,0.68666,1.2194
0.78049,0,0.70312,0.64248,0.71899,1.2233
0.77252,0.975,0.73779,0.7939,0.80789,0
0.80957,1.2341,0.77089,0.72515,0.74839,0.97201
0.73604,0.29718,0.73698,0.4534,0.59995,0.92021
0.80366,1.2233,0.85169,0.76143,0.88825,1.1667
0.73256,0,0.67487,0.84493,0.83502,0.94734
0.78064,0.58768,0.71095,0.60897,0.7906,0.80074
0.70458,0.55689,0.7266,0.64563,0.72754,0
0.73717,0.84772,0.71972,0.82821,0.782,0
0.73602,0,0.7951,0.79428,0.74286,0
0.73616,0.61009,0.72132,0.58373,0.71613,0
0.72951,0.9084,0.71001,0.73487,0.71978,1.0649
0.74599,1.3215,0.74643,0.62253,0.70469,0
0.70334,1.0819,0.70646,0.74329,0.78353,0.91392
0.79509,0,0.85211,0.544,0.7238,1.016
0.69395,0.76182,0.73979,0.52331,0.76091,1.1052
0.80554,0,0.79396,0.77536,0.67625,1.1147
0.7674,0,0.74585,0.50138,0.83969,0.76849
0.76107,0,0.75545,0.84558,0.78182,0.91104
