Short, Intermediate, Long
0.94482,0.88726,0.86602
0.79922,0.74575,0.72902
0.72415,0.90802,0.84784
0.80881,0.87222,0.69128
0.86034,0.78343,0.90795
0.78225,0.8993,0.87691
0.92287,0.81003,0.79478
0.86043,0.75295,0.84671
0.94003,0.82816,0.84435
0.77942,0.7569,0.80346
0.73708,0.88153,0.84725
0.94038,0.85159,0.85895
0.82708,0.88075,0.95314
0.85344,0.91127,0.89281
0.84147,0.72698,0.7715
0.88884,0.94949,0.84032
0.80533,0.88894,0.78623
0.7506,0.84865,0.94754
0.76685,0.88244,0.84884
0.88799,0.77999,0.7862
0.89791,0.82769,0.79385
0.80883,0.78534,0.82471
0.96805,0.83606,0.82199
0.95038,0.91618,0.91261
0.7899,0.88671,0.77645
0.81878,0.83975,0.81926
0.85777,0.92097,0.74009
0.82759,0.74543,0.88278
0.90972,0.88743,0.73585
0.91533,0.75525,0.78653
0.87893,0.90085,0.81182
0.86782,0.81044,0.85646
0.96739,0.92102,0.86342
0.90522,0.76364,0.79551
0.95815,0.93813,0.88556
0.78967,0.88669,0.88096
0.74649,0.89191,0.85623
0.91235,0.77112,0.87259
0.70462,0.80858,0.92511
0.8869,0.84611,0.81456
0.91896,0.7811,0.87954
0.50263,0.83529,0.78029
0.90391,0.81771,0.87561
1.0114,0.75248,0.82146
0.97847,0.83799,0.74705
0.89853,0.83591,0.89092
0.87738,0.86907,0.92871
0.57137,0.89341,0.83071
0.77683,0.76633,0.9221
0.93624,0.90188,0.86771
0.83258,0.84864,0.8849
0.81399,0.92337,0.82678
0.87253,0.86892,0.88962
0.8489,0.8104,0.95942
0.94412,0.87591,0.80848
0.82612,0.88342,0.90692
0.65026,0.8763,0.91078
0.79846,0.74339,0.91966
0.77341,0.9469,0.79502
0.80798,0.92092,0.93371
0.877,0.76248,0.78635
0.87216,0.78446,0.88684
0.91241,0.81991,0.91213
0.87341,0.84444,0.94347
0.84259,0.88823,0.91901
0.99009,0.83073,0.88788
0.90118,0.8352,0.82311
0.83213,0.97072,0.85379
0.90493,0.77025,0.85494
0.8088,0.79747,0.82136
0.89129,0.86747,0.82288
0.7699,0.8889,0.83277
0.92239,0.82134,0.81454
0.83079,0.89438,0.82877
0.80641,0.83519,0.84394
1.0221,0.83703,0.90096
0.82891,0.76821,0.87313
0.95459,0.78278,0.78742
0.9891,0.8184,0.90128
0.75839,0.86108,0.83545
0.96272,0.96146,0.82321
0.8363,0.88689,0.90373
0.82601,0.7324,0.89968
0.76854,0.89853,0.85129
0.86555,0.864,0.89179
0.9077,0.86365,0.89183
0.83759,0.76374,0.8575
0.75121,0.89918,0.91816
0.7427,0.86087,0.95033
0.77694,0.88971,0.87006
0.87429,0.81232,0.81359
0.8399,0.84165,0.86035
0.88374,0.92722,0.87832
0.8052,0.82327,0.87384
0.75723,0.83697,0.73515
0.82566,0.9251,0.89519
0.89815,0.75496,0.85474
0.93983,0.72245,0.78533
0.96791,0.81793,0.78432
0.84643,0.96442,0.82897
0.94865,0.84322,0.92415
0.88353,0.85675,0.82687
0.68152,0.65288,0.80189
0.91557,0.79635,0.87231
0.88058,0.75213,0.87304
0.78017,0.91563,0.83151
0.84926,0.83651,0.86042
0.84888,0.8205,0.84702
0.87112,0.88196,0.88136
0.84614,0.76081,0.86171
0.87599,0.93759,0.81271
0.78216,0.74224,0.84299
0.76638,0.92769,0.85285
0.87201,0.88001,0.8549
0.86571,0.89469,0.93682
0.83409,0.91681,0.82701
0.88473,0.91012,0.87993
0.94417,0.86384,0.92779
0.91031,0.69229,0.77508
0.8564,0.82692,0.87442
0.89245,0.82749,0.82772
0.73022,0.88097,0.83297
0.83789,0.86804,0.87699
0.83661,0.81528,0.80487
0.61091,0.92465,0.87279
0.82608,0.85215,0.74866
0.80561,0.85681,0.86334
0.8949,0.84689,0.83364
0.8194,0.95349,0.9095
0.87989,0.80007,0.78229
0.75729,0.90229,0.83296
0.71587,0.84239,0.90055
0.87241,0.78285,0.91665
0.84861,0.8483,0.76708
0.88061,0.75609,0.88833
0.88796,0.6844,0.89027
0.67768,0.78433,0.75458
0.81374,0.8896,0.85648
0.78455,0.85475,0.88428
0.83434,0.8919,0.79287
0.81934,0.90399,0.81174
0.88253,0.84575,0.85111
0.92102,0.96409,0.91129
0.94827,0.75539,0.93957
0.8156,0.91854,0.89288
0.75305,0.92524,0.87691
0.94645,0.81891,0.86283
0.76106,0.87404,0.94075
0.72075,0.87344,0.81068
0.89537,0.89161,0.7364
0.75796,0.77618,0.86275
0.94035,0.91427,0.75477
0.89046,0.85131,0.90151
0.92768,0.84249,0.75764
0.98801,0.80993,0.86784
0.84903,0.77105,0.91554
0.84267,0.97361,0.91271
0.83439,0.70584,0.7504
0.94707,0.67532,0.93274
0.9119,0.87968,0.79241
0.8495,0.72016,0.78821
0.73163,0.84428,0.88606
0.77227,0.75525,0.91112
0.98985,0.8793,0.89862
0.81367,0.91725,0.84667
0.76508,0.85119,0.82069
0.96544,0.82797,0.84803
0.93495,0.78279,0.73132
0.95085,0.85733,0.81148
0.89831,0.80577,0.80595
0.89018,0.76755,0.78006
0.87951,0.8247,0.88423
1.0299,0.76913,0.81335
