Short, Intermediate, Long
0.89887,0.88586,0.88586
0.88694,1.0512,0.78724
1.0572,0.9599,1.0611
0.9548,0.9435,1.0228
0.91684,0.92143,0.90172
0.89099,0.8185,0.88632
0.88522,0.88757,1.0276
1.0164,0.83044,0.86134
0.87568,0.9911,0.99888
0.89965,1.0195,0.9323
0.88617,0.90382,0.90295
0.7436,1.0156,0.85902
0.9558,0.8376,0.96059
0.93688,0.88452,0.91771
1.0325,0.89544,0.87424
1.0137,0.89779,0.9107
0.87352,1.0887,0.89805
0.85779,0.91992,0.88922
0.94565,1.0428,0.91143
0.72637,0.96028,0.8885
0.94948,0.9959,0.90308
0.8929,0.86209,0.85679
0.90376,0.99096,0.92044
1.0059,0.84493,1.0086
0.96725,0.91911,0.94874
0.84528,0.93691,0.9575
0.93836,0.9334,0.72732
0.77906,1.0048,0.99588
0.83524,0.83708,0.95121
0.8111,0.95012,1.0365
0.7976,0.80772,0.94253
0.72075,0.75277,0.89837
1.0561,1.0433,0.90891
0.82804,0.93249,0.737
0.77183,0.91594,0.91332
0.91987,0.74615,0.94348
0.75641,0.74857,0.84033
0.98005,0.93347,0.79982
0.96823,0.84595,0.87821
0.84398,0.8392,0.98919
0.87284,0.9749,0.86938
0.93421,0.94531,0.93377
0.80972,0.97431,0.8239
0.98313,0.75166,0.86628
0.82759,0.99924,0.84718
0.88159,0.87019,0.80329
0.86825,0.84786,0.80745
0.82559,0.91271,0.95326
0.78641,1.016,0.9054
0.8638,0.87411,0.9181
0.98853,0.97195,0.90719
0.95014,0.79953,0.95293
1.0621,0.82834,1.0038
0.77879,0.86652,0.86401
0.98065,0.89103,0.89348
0.96466,0.86822,0.84651
1.0698,0.89553,0.85368
0.90143,0.82332,0.95535
0.99757,0.87957,0.87476
0.80537,0.76464,0.98281
0.96055,1.0006,0.79872
0.92235,0.75754,0.87144
0.90405,0.88427,0.92634
0.69389,0.92424,0.90376
0.86162,0.75564,0.95918
0.96788,0.83357,0.88307
0.95931,0.82812,0.93575
1.0036,0.97482,0.90704
0.95097,0.99276,0.90925
1.0889,0.87622,0.87903
0.85803,0.87007,0.87503
0.96084,0.83773,0.82163
0.83851,0.9468,0.8412
0.89316,0.91386,0.8957
0.82956,0.93531,0.90736
0.89071,0.83338,1.0186
0.97884,0.94864,0.92343
1.0013,0.96607,0.96089
0.89155,1.0986,0.94986
0.89747,0.92663,0.85163
0.86837,0.87726,0.92622
0.88514,0.83942,0.93007
0.86299,1.1367,0.9114
0.79673,0.95306,0.90824
0.84601,0.88213,0.91061
0.94852,0.94819,0.82057
0.86787,0.8995,0.92758
0.77217,0.84526,0.88063
1.007,0.9377,0.83173
0.85823,0.96166,0.91207
0.94071,0.80815,0.78839
0.90621,0.86609,0.98886
0.86111,1.0022,0.74998
0.9098,0.78282,0.84824
0.79645,0.87537,0.90795
0.98538,0.92408,0.8736
0.98115,0.88506,0.84732
0.97467,0.90569,0.94379
0.88478,0.96018,1.0117
0.82013,0.96716,0.85268
0.9199,0.91401,0.92395
0.90909,0.84181,0.94796
0.96718,0.888,0.93236
0.92871,0.80349,0.95727
0.94491,0.95715,0.85402
0.96085,0.85533,0.92422
0.92112,0.86664,0.8118
0.96638,0.95342,0.87786
0.85522,0.76809,0.78963
0.90766,0.94349,0.79562
0.99471,0.96005,0.85554
0.90879,1.0567,0.80189
0.88983,0.94432,0.92056
0.72604,0.72682,0.88211
0.96488,0.88383,0.96765
0.87334,0.8327,0.85755
0.775,0.87358,0.89912
0.74639,0.93574,0.93921
0.82854,0.68524,0.90364
0.97703,0.80888,0.881
0.92586,0.7866,0.91315
0.94834,0.77607,1.0291
0.78959,0.94395,0.88688
0.80906,0.85772,0.82774
0.94427,0.96366,0.99668
0.81675,0.95046,0.81369
0.99696,0.84098,0.83247
0.92385,0.93375,0.93787
0.88644,0.98379,0.89793
0.85972,1.0009,0.93627
0.84827,0.8384,0.92811
0.88715,0.96491,0.90057
0.79901,0.77666,0.83159
0.82602,0.85711,0.86906
0.89561,0.86676,1.0423
0.88556,0.9263,0.77765
0.94436,0.86029,0.86993
0.8586,0.94829,0.87435
0.89032,0.83067,0.88907
0.86461,0.85394,0.91257
0.86873,0.87521,0.76182
0.7639,1.0216,0.89231
0.78906,0.88771,1.0584
0.943,1.0104,0.87402
0.9066,1.0006,0.94018
0.80226,0.83117,0.96776
0.77087,1.0372,0.94093
1.0294,0.99928,0.8911
0.83104,0.97211,0.90376
0.77326,0.89398,0.82025
0.87513,0.93571,0.86909
0.88421,0.8798,0.92552
0.91319,1.012,0.8002
0.98146,0.99713,0.9525
0.89325,0.85738,0.91916
0.72134,0.76342,0.90253
1.0436,0.87331,0.82631
0.82164,0.96817,0.84624
1.0099,0.8477,0.93554
0.87272,0.91432,0.93191
0.86736,0.90446,0.84715
0.82983,0.97471,0.97503
0.85725,0.80184,0.74543
0.87058,0.89876,0.89762
0.89616,0.83105,0.93086
0.9124,0.8305,0.96503
0.89972,0.86926,0.9381
0.77931,0.82826,0.89656
0.96006,0.92058,0.7985
0.91188,0.94005,0.87757
0.75895,0.80749,0.87394
0.85598,1.007,0.92353
0.98424,0.75163,0.7528
1.0264,0.96503,0.85428
0.95131,0.96728,0.906
0.71437,0.92632,0.9812
0.95138,0.84595,0.92433
0.71196,0.93875,0.84127
0.91917,0.90647,0.84421
0.91959,0.9381,0.89789
0.91429,0.77652,0.82481
0.93654,0.85836,0.94968
0.81419,0.7587,0.88005
0.88858,0.81519,0.83077
0.96614,0.82547,1.0124
0.87682,0.90713,0.94453
0.96214,0.91893,0.88593
0.95563,0.97211,0.88786
0.86205,1.0692,0.90116
1.0226,0.75188,0.94278
0.98427,0.8847,0.81108
0.87703,0.90965,0.81309
0.90062,0.83326,0.9046
0.83993,0.93184,0.87338
0.96676,0.81149,0.88437
0.92023,1.024,0.80799
1.0073,0.78087,0.90649
0.93749,0.9242,0.89444
0.91149,0.794,0.90149
1.0657,0.84675,0.78081
0.757,0.88486,0.91774
0.93541,0.85523,0.90698
0.93746,0.93047,0.92707
0.81247,0.84746,0.97039
0.83439,0.95034,0.90142
0.84397,0.91642,0.94446
0.98068,0.8838,0.89507
0.89688,0.83075,0.87188
0.99302,0.86557,0.96247
0.91014,0.9036,0.8746
0.85852,0.85783,0.80348
0.91549,0.86571,0.79846
0.83758,0.96208,0.91347
0.8863,0.90514,0.84628
0.98756,0.90803,0.91866
0.94706,0.82086,0.85101
0.85213,0.97749,0.90755
0.90338,1.0158,0.91597
0.90338,0.90888,0.92902
0.95048,0.95089,0.99469
0.9264,1.081,1.0103
0.91414,0.85987,0.83423
0.89752,0.90317,0.90412
0.77392,0.82953,0.8311
0.79617,0.87645,0.82715
0.89282,0.81865,0.97233
0.94222,0.90083,0.90045
0.99843,0.86419,1.0002
1.0275,0.95866,0.8717
0.90743,0.82696,1.0146
0.7894,0.9134,0.94749
0.98775,0.94549,0.87164
0.91969,0.79148,0.89008
0.99238,0.91193,0.89638
0.91306,0.8414,0.94134
0.98441,0.94574,0.88417
0.9313,0.98968,0.83878
0.83539,0.80402,0.79589
0.74729,0.8761,0.87851
0.89422,0.92383,0.84858
0.8737,0.90596,0.8983
1.0915,0.82103,0.80975
0.88824,0.73661,0.95452
0.99692,0.88637,1.0677
0.88428,0.87005,0.89947
0.97783,0.92906,0.85093
0.92001,0.85023,0.91296
0.81153,0.90941,0.77636
0.86091,0.91467,0.86994
