Short, Interm., Long
0.37825,0.21275,0.21793
0.37181,0.37037,0.20773
0.30369,0.11124,0.19169
0.42347,0.18074,0.33706
0.23721,0.32521,0.46224
0.57541,0.44352,0.18411
0.32422,0.29226,0.45175
0.26177,0.31681,0.21665
0.37394,0.34832,0.20931
0.21864,0.37435,0.53551
0.18526,0.4056,0.19171
0.39085,0.12387,0.24099
0.30144,0.23437,0.30071
0.19528,0.1279,0.35162
0.27458,0.45851,0.26672
0.39278,0.56051,0.27949
0.29218,0.26047,0.23344
0.34766,0.30303,0.27578
0.18306,0.29138,0.28773
0.38916,0.15207,0.18958
0.36897,0.25995,0.15455
0.30284,0.27817,0.19983
0.45458,0.3337,0.39589
0.16206,0.26429,0.11687
0.23075,0.2997,0.36872
0.43754,0.31168,0.37417
0.49378,0.40247,0.21735
0.31704,0.36371,0.22942
0.34443,0.29607,0.22251
0.39315,0.3656,0.29633
0.35519,0.33345,0.29017
0.54823,0.13158,0.21863
0.24501,0.29615,0.20011
0.4166,0.33937,0.30821
0.39561,0.43495,0.39859
0.38275,0.34409,0.3078
0.37857,0.36934,0.3335
0.28545,0.26865,0.32629
0.2394,0.27416,0.38807
0.35833,0.20884,0.20072
0.31034,0.36828,0.24054
0.26906,0.36579,0.39862
0.18539,0.20483,0.23923
0.34772,0.23515,0.32019
0.46506,0.42393,0.28256
0.48157,0.32149,0.33386
0.31568,0.36765,0.3032
0.53858,0.23827,0.35661
0.16676,0.38896,0.21334
0.33436,0.34267,0.21769
0.28431,0.35791,0.44296
0.42794,0.3286,0.32867
0.3637,0.14174,0.24322
0.38876,0.39469,0.29285
0.15971,0.28505,0.40743
0.46807,0.26189,0.17809
0.23463,0.22736,0.25701
0.30934,0.20719,0.2949
0.41785,0.16806,0.32122
0.39011,0.42097,0.28019
0.36262,0.25907,0.16866
0.3079,0.57742,0.35488
0.33663,0.38031,0.17822
0.25716,0.41518,0.22346
0.34134,0.33323,0.29223
0.50996,0.22329,0.27176
0.46493,0.4278,0.30046
0.26012,0.33328,0.16943
0.25699,0.37895,0.25069
0.16339,0.29839,0.36318
0.24237,0.43469,0.1249
0.49345,0.29338,0.34121
0.31081,0.082628,0.17232
0.35954,0.43515,0.20385
0.1618,0.21367,0.26359
